Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold
3855,Toyota,2016,509999,80000,West,Colorado,Littleton,Diesel,Individual,Manual,Second_Owner,23.59,1364,67.05,170Nm@ 1800-2400rpm,5,No
3856,Toyota,2015,905000,110000,West,Colorado,Lakewood,Diesel,Individual,Manual,First_Owner,12.99,2494,100.6,200Nm@ 1400-3400rpm,7,No
3858,Maruti,2011,140000,72000,Central,Nebraska,Papillion,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,No
3859,Toyota,2006,300000,140000,Central,Nebraska,Papillion,Diesel,Individual,Manual,Second_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),8,No
3860,Maruti,2015,300000,80000,Central,Texas,Waxahachie,Petrol,Individual,Manual,Second_Owner,18.5,1197,85.8,114Nm@ 4000rpm,5,No
3861,Maruti,2010,225000,120000,Central,Texas,Waxahachie,Diesel,Individual,Manual,Second_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,No
3862,Toyota,2015,860000,90000,Central,Texas,Weatherford,Diesel,Individual,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1400-3400rpm,8,No
3863,Renault,2012,400000,100000,Central,Texas,Weatherford,Diesel,Individual,Manual,Second_Owner,20.46,1461,83.8,200Nm@ 1900rpm,5,No
3864,Maruti,2009,190000,90000,Central,Texas,Weatherford,Petrol,Individual,Manual,Third_Owner,17.5,1298,85.8,114Nm@ 4000rpm,5,No
3865,Honda,2013,350000,140000,Central,Texas,Waxahachie,Diesel,Individual,Manual,Third_Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,No
3866,Chevrolet,2010,75000,120000,South,Georgia,Athens,Petrol,Individual,Manual,First_Owner,18,995,62,90.3Nm@ 4200rpm,5,No
3867,Maruti,2019,860000,35000,South,Georgia,Athens,Diesel,Individual,Automatic,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,No
3868,Maruti,2014,250000,50000,South,Georgia,Athens,Petrol,Individual,Manual,Second_Owner,23.95,998,67.05,90Nm@ 3500rpm,5,No
3869,Hyundai,2017,700000,82000,South,Georgia,Athens,Diesel,Individual,Manual,First_Owner,24.8,1396,88.7,219.7Nm@ 1750-2750rpm,5,No
3870,Maruti,2014,399000,70000,South,Georgia,Athens,Diesel,Individual,Manual,Third_Owner,25.2,1248,74,190Nm@ 2000rpm,5,No
3871,Maruti,2016,320000,90000,South,Georgia,Athens,Petrol,Individual,Manual,First_Owner,18.5,1197,85.8,114Nm@ 4000rpm,5,No
3872,Toyota,2015,2000000,60000,South,Georgia,Albany,Diesel,Individual,Automatic,First_Owner,12.55,2982,168.5,360Nm@ 1400-3200rpm,7,No
3873,Skoda,2014,1100000,79000,South,Georgia,Atlanta,Diesel,Individual,Manual,Second_Owner,20.6,1968,141,320Nm@ 1750-3000rpm,5,No
3874,Toyota,2011,750000,291000,South,Georgia,Albany,Diesel,Individual,Manual,Second_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),7,No
3875,Toyota,2010,750000,250000,South,Georgia,Albany,Diesel,Individual,Manual,Second_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),7,No
3876,Mahindra,2018,530000,20000,South,Georgia,Athens,Diesel,Individual,Manual,First_Owner,15.96,2523,63,180Nm@ 1440-1500rpm,9,No
3877,Maruti,2017,750000,53000,South,Georgia,Athens,Diesel,Individual,Manual,First_Owner,28.09,1248,88.5,200Nm@ 1750rpm,5,No
3878,Nissan,2017,560000,21500,South,Georgia,Athens,Petrol,Individual,Automatic,First_Owner,19.34,1198,76,104Nm@ 4400rpm,5,No
3879,Tata,2017,450000,89000,South,Georgia,Athens,Diesel,Individual,Manual,First_Owner,27.28,1047,69,140Nm@ 1800-3000rpm,5,No
3880,Maruti,2013,459999,35000,South,Florida,Winter Springs,Petrol,Individual,Manual,Second_Owner,19.1,1197,85.8,114Nm@ 4000rpm,5,No
3881,Maruti,2013,235000,43000,South,Florida,Davie,Petrol,Individual,Manual,Second_Owner,19,998,67.1,90Nm@ 3500rpm,5,No
3882,Hyundai,2009,180000,80000,Central,Illinois,Country Club Hills,Petrol,Individual,Manual,Second_Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,No
3883,Hyundai,2007,140000,80000,South,Florida,Davie,Petrol,Individual,Manual,Second_Owner,17.8,1086,63,"9.8@ 3,000(kgm@ rpm)",5,No
3884,Hyundai,2014,620000,110000,South,Florida,Davie,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,No
3885,Hyundai,2012,190000,100000,South,Florida,Daytona Beach,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,No
3886,Hyundai,2018,380000,25000,South,Florida,Daytona Beach,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,No
3887,Ford,2019,1145000,20000,South,Florida,Davie,Diesel,Individual,Manual,First_Owner,23,1498,98.96,205Nm@ 1750-3250rpm,5,No
3888,Tata,2017,540000,70000,South,Florida,Daytona Beach,Diesel,Individual,Manual,First_Owner,22.95,1248,74,190Nm@ 1750-3000rpm,5,No
3889,Toyota,2011,800000,197000,Central,Minnesota,Edina,Diesel,Individual,Manual,First_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),7,No
3890,Maruti,2006,150000,100000,Central,Minnesota,Eden Prairie,Petrol,Individual,Manual,Second_Owner,14,1061,64,"8.6@ 3,500(kgm@ rpm)",5,No
3891,Maruti,1995,55000,70000,Central,Minnesota,Eden Prairie,Petrol,Individual,Manual,First_Owner,16.1,796,37,59Nm@ 2500rpm,4,No
3892,Mahindra,2015,919999,140000,Central,Minnesota,Edina,Diesel,Individual,Manual,First_Owner,16,2179,140,330Nm@ 1600-2800rpm,7,No
3894,Maruti,2009,135000,50000,Central,Minnesota,Eden Prairie,Petrol,Individual,Manual,First_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,No
3895,Tata,2017,340000,40300,South,Florida,Lake Worth,Petrol,Individual,Manual,First_Owner,23.84,1199,84,114Nm@ 3500rpm,5,No
3896,Toyota,2010,525000,120000,East,Pennsylvania,Hazleton,Diesel,Individual,Manual,Second_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),8,No
3897,Maruti,2016,411000,25000,East,Pennsylvania,Hazleton,Petrol,Individual,Manual,Second_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,No
3898,Maruti,2010,150000,155000,East,Pennsylvania,Hazleton,Petrol,Individual,Manual,Third_Owner,18.9,998,67.1,90Nm@ 3500rpm,5,No
3899,Honda,2015,575000,50000,South,Florida,Lake Worth,Petrol,Individual,Automatic,First_Owner,19,1199,88.7,110Nm@ 4800rpm,5,No
3900,Hyundai,2017,595000,30030,East,Pennsylvania,Hazleton,Petrol,Dealer,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,No
3901,Hyundai,2017,525000,29029,East,Pennsylvania,Hazleton,Petrol,Dealer,Manual,First_Owner,19.1,1197,82,114Nm@ 4000rpm,5,No
3902,Maruti,2012,335000,72072,East,Pennsylvania,Hazleton,Diesel,Dealer,Manual,First_Owner,21.1,1248,73.9,113Nm@ 4500rpm,5,No
3903,Ford,2012,300000,54000,South,Florida,Lake Worth,Diesel,Individual,Manual,First_Owner,20,1399,68,160Nm@ 2000rpm,5,No
3904,Hyundai,2012,415000,82082,South,Florida,Lake Worth,Diesel,Dealer,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,No
3905,Mahindra,2016,925000,48000,East,Pennsylvania,Hazleton,Diesel,Individual,Manual,Second_Owner,16,2179,140,330Nm@ 1600-2800rpm,7,No
3906,Maruti,2016,750000,20000,South,Florida,Lake Worth,Petrol,Individual,Manual,First_Owner,17.5,1373,91.1,130Nm@ 4000rpm,7,No
3907,Hyundai,2018,1150000,49000,South,Florida,Kissimmee,Diesel,Individual,Automatic,First_Owner,22,1582,126.2,259.87nm@ 1500-3000rpm,5,No
3908,Datsun,2015,260000,35000,South,Florida,Kissimmee,Petrol,Individual,Manual,Third_Owner,19.44,1198,67,104Nm@ 4000rpm,7,No
3909,Maruti,2017,260000,67000,South,Florida,Lake Worth,CNG,Individual,Manual,First_Owner,33.44,796,40.3,60Nm@ 3500rpm,4,No
3910,Maruti,2011,347000,80600,East,New Jersey,South Vineland,Diesel,Individual,Manual,First_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,No
3911,Hyundai,2013,195000,58609,West,California,Lodi,Petrol,Individual,Manual,Second_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,No
3912,Fiat,2016,265000,33003,East,Maine,Bangor,Petrol,Individual,Manual,First_Owner,15.7,1172,67,96Nm@ 2500rpm,5,No
3913,Maruti,2016,320000,43000,West,California,Lodi,CNG,Individual,Manual,Second_Owner,26.6,998,58.16,77Nm@ 3500rpm,5,No
3914,Hyundai,2016,590000,16500,West,California,Lodi,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,No
3915,Toyota,2012,650000,138000,West,California,Long Beach,Diesel,Individual,Manual,Second_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),8,No
3916,Mahindra,2013,509999,165500,West,California,Long Beach,Diesel,Individual,Manual,Second_Owner,14,2523,75,200Nm@ 1400-2200rpm,9,No
3917,Maruti,2011,350000,120000,West,California,Long Beach,Diesel,Individual,Manual,Second_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,No
3918,Tata,2018,749000,30000,East,Maine,Waterville,Diesel,Individual,Manual,First_Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5,No
3919,Tata,2010,150000,70000,East,New Hampshire,Derry,Diesel,Individual,Manual,Second_Owner,19.09,1396,69,135Nm@ 2500rpm,5,No
3921,Maruti,2003,58000,170000,West,California,Long Beach,Petrol,Individual,Manual,Third_Owner,17.3,993,60,78Nm@ 4500rpm,5,No
3922,Mahindra,2011,200000,120000,West,California,Long Beach,Diesel,Individual,Manual,Third_Owner,21,1461,64.1,160Nm@ 2000rpm,5,No
3924,Tata,2014,240000,168000,West,Colorado,Thornton,Diesel,Individual,Manual,Second_Owner,22.3,1248,74,190Nm@ 1750-3000rpm,5,No
3925,Honda,2017,515000,60000,West,Colorado,Thornton,Diesel,Individual,Manual,Second_Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,No
3926,Maruti,2008,145000,120000,West,Colorado,Thornton,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,No
3927,Maruti,2016,450000,5800,West,Colorado,Thornton,Petrol,Individual,Manual,Second_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,No
3928,Maruti,2010,179000,68700,West,Colorado,Westminster,Petrol,Individual,Manual,Third_Owner,19,998,66.1,90Nm@ 3500rpm,5,No
3929,Hyundai,2007,220000,108000,Central,Michigan,Southgate,Petrol,Individual,Manual,Third_Owner,13.9,1599,103.2,"14.9@ 3,000(kgm@ rpm)",5,No
3930,Tata,2020,500000,40000,West,Colorado,Thornton,Petrol,Individual,Manual,First_Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5,No
3931,Ford,2009,190000,100000,West,Colorado,Westminster,Diesel,Individual,Manual,Second_Owner,17.8,1399,67,160Nm@ 2000rpm,5,No
3932,Chevrolet,2015,200000,40000,West,Colorado,Westminster,Diesel,Individual,Manual,First_Owner,25.44,936,56.3,142.5Nm@ 1750rpm,5,No
3933,Ford,2018,850000,90000,West,Colorado,Westminster,Petrol,Individual,Manual,First_Owner,17,1497,121.36,150Nm@ 4500rpm,5,No
3934,Volkswagen,2011,270000,60000,West,Colorado,Westminster,Petrol,Individual,Manual,Second_Owner,16.47,1198,73.9,110Nm@ 3750rpm,5,No
3935,Hyundai,2016,335000,17000,West,Colorado,Thornton,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,No
3936,Maruti,2018,459999,5000,West,Colorado,Westminster,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,No
3937,Maruti,2017,710000,60000,West,Colorado,Thornton,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,No
3938,Maruti,2015,330000,140000,West,Colorado,Thornton,Diesel,Individual,Manual,Second_Owner,26.59,1248,74,190Nm@ 2000rpm,5,No
3939,Jeep,2017,1515000,15000,Central,Michigan,Southgate,Diesel,Individual,Manual,First_Owner,17.1,1956,170,350Nm@ 1750-2500rpm,5,No
3940,Tata,2018,750000,25000,West,Colorado,Thornton,Petrol,Individual,Manual,First_Owner,17,1198,108.5,170Nm@ 1750-4000rpm,5,No
3941,Chevrolet,2016,160000,50000,West,Colorado,Westminster,Petrol,Individual,Manual,Second_Owner,16.2,995,62.1,90.3Nm@ 4200rpm,5,No
3942,Chevrolet,2016,215000,60000,East,Massachusetts,Hopkinton,Diesel,Individual,Manual,Second_Owner,25.44,936,56.3,142.5Nm@ 1750rpm,5,No
3943,Tata,2012,60000,40000,West,California,Sacramento,Petrol,Individual,Manual,Second_Owner,25.4,624,38,51Nm@ 4000+/-500rpm,4,No
3944,Maruti,2014,480000,72000,West,California,Sacramento,Petrol,Individual,Manual,First_Owner,19.1,1197,85.8,114Nm@ 4000rpm,5,No
3945,Tata,2012,140000,195000,East,Massachusetts,Brookline,Diesel,Individual,Manual,Second_Owner,21.12,1248,88.8,200Nm@ 1750-3000rpm,5,No
3946,Hyundai,2012,200000,70000,East,Maine,South Portland,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,No
3947,Nissan,2013,400000,83000,East,Connecticut,Norwich,Diesel,Individual,Manual,First_Owner,23.08,1461,63.1,160Nm@ 2000rpm,5,No
3948,Hyundai,2012,180000,100000,West,California,Sacramento,Petrol,Individual,Manual,Second_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,No
3949,Maruti,2015,550000,25000,West,California,Sacramento,Petrol,Individual,Manual,First_Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,No
3950,Maruti,2016,550000,50000,West,California,Sacramento,Diesel,Individual,Manual,First_Owner,25.2,1248,74,190Nm@ 2000rpm,5,No
3951,Maruti,2012,550000,67000,West,California,Sacramento,Diesel,Individual,Manual,First_Owner,20.77,1248,88.76,200Nm@ 1750rpm,7,No
3952,Maruti,2011,270000,30000,West,California,Salinas,Petrol,Individual,Manual,First_Owner,19,998,67.1,90Nm@ 3500rpm,5,No
3953,Renault,2013,315000,85000,West,California,Sacramento,Diesel,Individual,Manual,First_Owner,23.08,1461,63.12,160Nm@ 2000rpm,5,No
3954,Mahindra,2018,875000,25000,Central,South Dakota,Rapid City,Diesel,Individual,Manual,First_Owner,16.55,2498,105,247Nm@ 1800-2000rpm,6,No
3955,Toyota,2007,400000,170000,Central,South Dakota,Rapid City,Diesel,Individual,Manual,First_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),8,No
3956,Mahindra,2014,540000,110000,East,Ohio,Lakewood,Diesel,Individual,Manual,First_Owner,14,2523,75,200Nm@ 1400-2200rpm,8,No
3957,Maruti,2017,350000,60000,East,Ohio,Lakewood,CNG,Individual,Manual,First_Owner,26.6,998,58.16,77Nm@ 3500rpm,5,No
3958,Hyundai,2011,360000,80000,Central,South Dakota,Rapid City,Diesel,Individual,Manual,Second_Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,No
3959,Maruti,2014,300000,31000,Central,South Dakota,Rapid City,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,No
3960,Hyundai,2014,350000,100000,Central,South Dakota,Rapid City,Diesel,Individual,Manual,First_Owner,24,1120,70,160Nm@ 1500-2750rpm,5,No
3961,Mahindra,2016,650000,130000,Central,South Dakota,Rapid City,Diesel,Individual,Manual,First_Owner,17.45,1493,100,240Nm@ 1600-2800rpm,7,No
3962,Maruti,2016,350000,20000,Central,Indiana,La Porte,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,No
3963,Ford,2017,700000,60000,Central,Texas,Lake Jackson,Diesel,Individual,Manual,First_Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5,No
3964,Maruti,2013,415000,102996,Central,South Dakota,Rapid City,Diesel,Individual,Manual,Second_Owner,23.4,1248,74,190Nm@ 2000rpm,5,No
3965,Mahindra,2019,1460000,5000,Central,Texas,Lake Jackson,Diesel,Individual,Manual,First_Owner,17.3,1497,121,300Nm@ 1750-2500rpm,7,No
3966,Tata,2017,830000,35000,Central,Indiana,La Porte,Diesel,Individual,Manual,First_Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5,No
3967,Datsun,2018,430000,5000,Central,Indiana,La Porte,Petrol,Individual,Manual,Second_Owner,20.63,1198,67,104Nm@ 4000rpm,5,No
3968,Ford,2017,850000,60000,Central,Indiana,La Porte,Diesel,Individual,Manual,First_Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5,No
3969,Maruti,2017,650000,70000,Central,Indiana,La Porte,Petrol,Individual,Manual,First_Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,No
3970,Hyundai,2008,120000,120000,Central,Texas,Lake Jackson,Diesel,Individual,Manual,Second_Owner,16.8,1493,110,"24@ 1,900-2,750(kgm@ rpm)",5,No
3971,Mahindra,2016,730000,65100,Central,Indiana,La Porte,Diesel,Individual,Manual,Second_Owner,18.49,1493,100,240Nm@ 1600-2800rpm,7,No
3972,Maruti,2019,525000,20000,Central,Texas,Lake Jackson,Petrol,Individual,Automatic,First_Owner,20.89,1197,81.8,113Nm@ 4200rpm,5,No
3973,Hyundai,2015,600000,108000,East,Ohio,Xenia,Diesel,Individual,Manual,First_Owner,21.19,1396,88.73,220Nm@ 1500-2750rpm,5,No
3974,Maruti,2019,500000,15000,East,Ohio,Wooster,Petrol,Individual,Manual,First_Owner,21.21,1197,81.8,113Nm@ 4200rpm,5,No
3975,Hyundai,2009,150000,77000,East,Ohio,Xenia,Petrol,Individual,Manual,First_Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,No
3976,Maruti,2015,409999,18500,East,Ohio,Wooster,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,No
3977,Mahindra,2016,625000,120000,East,Ohio,Wooster,Diesel,Individual,Manual,First_Owner,18.49,1493,100,240Nm@ 1600-2800rpm,7,No
3978,Renault,2015,290000,15200,East,Ohio,Xenia,Petrol,Individual,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,No
3979,Honda,2015,500000,35000,East,Ohio,Xenia,Petrol,Individual,Manual,First_Owner,17.3,1497,117.3,145Nm@ 4600rpm,7,No
3980,Hyundai,2011,475000,80000,West,California,Woodland,Diesel,Individual,Manual,First_Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,No
3981,Hyundai,2013,190000,70000,West,California,Woodland,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,No
3982,Mahindra,2014,750000,80000,West,California,Yuba City,Diesel,Individual,Manual,Second_Owner,15.1,2179,140,330Nm@ 1600-2800rpm,7,No
3983,Nissan,2014,525000,120000,West,California,Yuba City,Diesel,Individual,Manual,Second_Owner,19.01,1461,108.5,248Nm@ 2250rpm,5,No
3984,Chevrolet,2012,495000,82000,West,California,Woodland,Diesel,Individual,Manual,Third_Owner,17.3,1998,163.7,380Nm@ 2000rpm,5,No
3985,Hyundai,2015,550000,60000,West,California,Yucaipa,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,No
3986,Mahindra,2012,595000,129000,West,California,Yucaipa,Diesel,Individual,Manual,Third_Owner,15.1,2179,140,330Nm@ 1600-2800rpm,7,No
3987,Fiat,2015,550000,67000,West,California,Woodland,Diesel,Individual,Manual,First_Owner,21.2,1248,75,197Nm@ 1750rpm,5,No
3988,Toyota,2015,2000000,120000,Central,Illinois,Galesburg,Diesel,Individual,Manual,First_Owner,13,2494,142,343Nm@ 1600-2800rpm,7,No
3989,Tata,2010,400000,120000,Central,Illinois,Freeport,Diesel,Individual,Manual,Fourth_Above_Owner,13.93,2179,138.03,320Nm@ 1700-2700rpm,7,No
3990,Fiat,2015,500000,96500,Central,Illinois,Freeport,Diesel,Individual,Manual,First_Owner,20.5,1248,91.72,209Nm@ 2000rpm,5,No
3991,Maruti,2017,340000,52412,Central,Illinois,Galesburg,Petrol,Dealer,Manual,First_Owner,18.9,998,67.1,90Nm@ 3500rpm,5,No
3992,Mahindra,2012,480000,85472,Central,Illinois,Galesburg,Diesel,Dealer,Manual,First_Owner,12.05,2179,120,290Nm@ 1800-2800rpm,8,No
3993,Ford,2013,480000,87452,Central,Illinois,Freeport,Diesel,Dealer,Manual,Second_Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5,No
3994,Ford,2018,750000,17000,Central,Illinois,Glen Ellyn,Diesel,Individual,Manual,First_Owner,23,1498,98.96,205Nm@ 1750-3250rpm,5,No
3995,Maruti,2008,100000,66530,Central,Illinois,Galesburg,Petrol,Individual,Manual,Second_Owner,18.9,1061,67,84Nm@ 3500rpm,5,No
3996,Hyundai,2013,290000,40000,Central,Illinois,Galesburg,Petrol,Individual,Manual,First_Owner,18.5,1197,82.85,113.7Nm@ 4000rpm,5,No
3997,Fiat,2015,425000,96500,Central,Illinois,Galesburg,Diesel,Individual,Manual,First_Owner,20.5,1248,91.72,209Nm@ 2000rpm,5,No
3998,Honda,2010,285000,79000,Central,Missouri,Mehlville,Petrol,Individual,Manual,First_Owner,16.8,1497,116.3,146Nm@ 4800rpm,5,No
3999,Mahindra,2016,625000,50000,Central,Missouri,Mehlville,Diesel,Individual,Manual,First_Owner,18.49,1493,100,240Nm@ 1600-2800rpm,7,No
4000,Fiat,2012,170000,60000,South,North Carolina,Monroe,Diesel,Individual,Manual,Second_Owner,20.3,1248,75,197Nm@ 1750rpm,5,No
4001,Tata,2018,459999,35000,South,North Carolina,Kannapolis,Petrol,Individual,Manual,First_Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5,No
4002,Fiat,2015,450000,120000,South,North Carolina,Kannapolis,Diesel,Individual,Manual,First_Owner,20.5,1248,91.72,209Nm@ 2000rpm,5,No
4003,Maruti,2019,650000,10000,South,North Carolina,Kannapolis,Petrol,Individual,Automatic,First_Owner,21.21,1197,81.8,113Nm@ 4200rpm,5,No
4004,Hyundai,2017,600000,15000,South,North Carolina,Monroe,Petrol,Individual,Manual,First_Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5,No
4005,Maruti,2013,178000,70000,South,North Carolina,Monroe,CNG,Individual,Manual,Second_Owner,30.46,796,47.3,69Nm@ 3500rpm,5,No
4006,Maruti,2016,300000,5000,Central,Missouri,Mehlville,Petrol,Individual,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,No
4007,Maruti,2009,150000,40000,South,North Carolina,Kannapolis,Petrol,Individual,Manual,First_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,No
4008,Hyundai,2019,590000,10000,South,North Carolina,Kannapolis,Petrol,Individual,Manual,First_Owner,18.6,1197,81.86,114.73nm@ 4000rpm,5,No
4009,Hyundai,2016,310000,25000,South,North Carolina,Jacksonville,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,No
4010,Tata,2017,400000,53000,South,North Carolina,Indian Trail,Petrol,Individual,Manual,First_Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5,No
4011,Mahindra,2014,520000,110000,South,North Carolina,Jacksonville,Diesel,Individual,Manual,Second_Owner,12.05,2179,120,290Nm@ 1800-2800rpm,9,No
4012,Ashok,2013,300000,200000,South,North Carolina,Jacksonville,Diesel,Individual,Manual,Second_Owner,20.07,1461,75,185Nm@ 1750-2750rpm,8,No
4013,Mahindra,2019,1000000,22000,South,North Carolina,Kannapolis,Petrol,Individual,Manual,First_Owner,17,1197,110,200Nm@ 2000-3500rpm,5,No
4014,Maruti,2003,65000,70000,South,North Carolina,Jacksonville,Petrol,Individual,Manual,Fourth_Above_Owner,18.9,998,67.1,90Nm@ 3500rpm,5,No
4015,Honda,2015,509999,75000,Central,Missouri,Mehlville,Diesel,Individual,Manual,Second_Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,No
4016,Maruti,2012,221000,70000,Central,Missouri,Mehlville,Petrol,Individual,Manual,First_Owner,18.9,998,67.1,90Nm@ 3500rpm,5,No
4017,Volkswagen,2014,390000,64000,Central,Missouri,Mehlville,Petrol,Individual,Manual,Third_Owner,15.04,1598,103.2,153Nm@ 3800rpm,5,No
4018,Maruti,2002,350000,60000,Central,Missouri,Mehlville,Petrol,Individual,Manual,First_Owner,11.96,1298,80,103Nm@ 4500rpm,8,No
4019,Maruti,2009,195000,40000,South,North Carolina,Jacksonville,Petrol,Individual,Manual,First_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,No
4020,Audi,2010,1750000,110000,Central,Illinois,Carpentersville,Diesel,Individual,Automatic,Second_Owner,12.07,2967,241.4,550Nm@ 1750-2750rpm,7,No
4021,Mahindra,2013,600000,60000,Central,Illinois,Carpentersville,Diesel,Individual,Manual,First_Owner,12.05,2179,120,290Nm@ 1800-2800rpm,8,No
4022,Hyundai,2015,615000,72000,Central,Illinois,Carpentersville,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,No
4023,Hyundai,2013,350000,70000,Central,Illinois,Carpentersville,Diesel,Individual,Manual,Second_Owner,21.9,1396,88.76,219.6Nm@ 1500-2750rpm,5,No
4024,Chevrolet,2012,140000,75000,Central,Illinois,Carpentersville,Diesel,Individual,Manual,First_Owner,25.44,936,57.6,150Nm@ 1750rpm,5,No
4025,Hyundai,2017,650000,32331,Central,Illinois,Carpentersville,Diesel,Individual,Manual,Second_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,No
4026,Hyundai,2016,1100000,70000,Central,Illinois,Carpentersville,Diesel,Individual,Manual,First_Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,No
4027,Hyundai,2010,285000,80000,Central,Illinois,Champaign,Diesel,Individual,Manual,Second_Owner,23,1396,90,22.4 kgm at 1750-2750rpm,5,No
4028,Chevrolet,2011,190000,20000,Central,Illinois,Champaign,Petrol,Individual,Manual,Second_Owner,18,995,62,90.3Nm@ 4200rpm,5,No
4029,Nissan,2012,350000,110000,Central,Illinois,Champaign,Petrol,Individual,Manual,First_Owner,16.95,1498,97.7,134Nm@ 4000rpm,5,No
4030,Hyundai,2014,400000,40000,South,Florida,North Miami,Petrol,Individual,Manual,Second_Owner,18.9,1197,82,114Nm@ 4000rpm,5,No
4031,Toyota,2016,2100000,40000,South,Florida,North Miami,Petrol,Individual,Automatic,First_Owner,10.75,2694,163.7,245Nm@ 4000rpm,7,No
4032,Hyundai,2015,434999,90000,South,Florida,North Miami,Petrol,Individual,Manual,Second_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,No
4033,Maruti,2014,450000,50000,South,Florida,North Miami,Petrol,Individual,Manual,Second_Owner,19.1,1197,85.8,114Nm@ 4000rpm,5,No
4034,Daewoo,2001,45000,137000,South,Florida,North Miami Beach,Petrol,Individual,Manual,First_Owner,18.5,796,53,71Nm@ 3500rpm,5,No
4035,Hyundai,2015,450000,60000,South,Florida,North Miami Beach,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,No
